article_id,group_name,mention_instances,sentence_mentions,active_voice_mentions,passive_voice_mentions,quote_count,quoted_mentions,dehumanizing_count,criminalizing_count,collectivizing_count,erasure_of_civilian_status_count,incitement_displacement_count,incitement_destruction_count,discrediting_journalists_count,censorship_repression_count,victimizing_count,humanizing_count,active_voice_rate,passive_voice_rate,quoted_context_rate,dehumanization_score
2024_03_05_alles-ist-m-glich-sagt-joshua-sobol,israelis,8,8,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0.375,0.0,0.375,0.0
2024_03_05_alles-ist-m-glich-sagt-joshua-sobol,palestinians,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0.3333,0.5
2024_03_05_ein-fall-f-r-den-pr-sidenten,general_journalists,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_05_ein-fall-f-r-den-pr-sidenten,israelis,6,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0.3333,0.1667,0.1667,0.5
2024_03_05_ein-fall-f-r-den-pr-sidenten,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_05_ein-gekapptes-internetkabel-und-viele-fragen,general_journalists,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.5
2024_03_05_ein-gekapptes-internetkabel-und-viele-fragen,israelis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_05_ein-gekapptes-internetkabel-und-viele-fragen,palestinians,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2024_03_05_entt-uschte-muslime-als-zielgruppe,general_journalists,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5,0.0,0.5
2024_03_05_entt-uschte-muslime-als-zielgruppe,israelis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_05_entt-uschte-muslime-als-zielgruppe,palestinians,4,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.0
2024_03_05_es-gibt-keine-ausreden,general_journalists,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0
2024_03_05_es-gibt-keine-ausreden,israelis,9,9,8,0,0,2,0,0,0,0,0,0,0,0,1,2,0.8889,0.0,0.2222,-1.5
2024_03_05_es-gibt-keine-ausreden,palestinians,10,10,5,0,0,3,0,0,0,0,0,0,0,0,1,6,0.5,0.0,0.3,-5.5
2024_03_05_gantz-reist-nach-washington-und-blamiert-netanjahu,general_journalists,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_05_gantz-reist-nach-washington-und-blamiert-netanjahu,israelis,12,12,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0.3333,0.0,0.0833,0.0
2024_03_05_gantz-reist-nach-washington-und-blamiert-netanjahu,palestinians,4,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0.75,0.0,0.25,0.0
2024_03_05_george-galloway,israelis,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0
2024_03_05_george-galloway,palestinians,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.3333,0.0,0.6667,0.0
2024_03_05_ich-sp-re-gro-e-verunsicherung-in-den-schulen,general_journalists,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_05_ich-sp-re-gro-e-verunsicherung-in-den-schulen,israelis,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.0,0.0
2024_03_05_ich-sp-re-gro-e-verunsicherung-in-den-schulen,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_05_un-best-tigen-welle-sexualisierter-gewalt,general_journalists,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2024_03_05_un-best-tigen-welle-sexualisierter-gewalt,israelis,7,7,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0.7143,0.0,0.0,4.0
2024_03_05_un-best-tigen-welle-sexualisierter-gewalt,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_05_wir-wurden-gecancelt,israelis,10,10,8,0,0,2,0,0,0,0,0,0,0,0,0,1,0.8,0.0,0.2,-1.0
2024_03_05_wir-wurden-gecancelt,palestinians,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0.0,0.0,0.0
2024_03_05_zweierlei-ma,israelis,8,8,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0.25,0.0,0.0,1.0
2024_03_05_zweierlei-ma,palestinians,8,6,3,0,0,0,0,0,2,0,0,0,0,0,1,2,0.375,0.0,0.0,2.5
2024_03_06_angst-vor-einem-monat-des-terrors,israelis,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0.0,0.0,0.0
2024_03_06_angst-vor-einem-monat-des-terrors,palestinians,9,8,6,0,2,1,0,0,1,0,0,0,0,0,0,0,0.6667,0.0,0.1111,2.0
2024_03_06_dieses-jahr-stehen-wir-geschlossen-gegen-den-rechtsruck-in-der-gesellschaft,israelis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_06_dieses-jahr-stehen-wir-geschlossen-gegen-den-rechtsruck-in-der-gesellschaft,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_06_es-herrscht-die-berzeugung-vor-dass-die-frau-dem-mann-geh-ren-soll,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_06_gantz-blamiert-netanjahu,general_journalists,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_06_gantz-blamiert-netanjahu,israelis,10,10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.1,0.0
2024_03_06_gantz-blamiert-netanjahu,palestinians,4,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,0.0,0.25,0.0
2024_03_06_israel-billigt-wohl-hilfslieferungen-auf-dem-seeweg,israelis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_06_israel-billigt-wohl-hilfslieferungen-auf-dem-seeweg,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_06_welle-sexualisierter-gewalt,general_journalists,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2024_03_06_welle-sexualisierter-gewalt,israelis,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3333,0.0,0.0,2.0
2024_03_06_welle-sexualisierter-gewalt,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_06_wir-sind-doch-nicht-alle-monster,israelis,7,7,6,0,8,3,0,0,0,0,0,0,0,0,0,2,0.8571,0.0,0.4286,-2.0
2024_03_06_wir-sind-doch-nicht-alle-monster,palestinians,17,17,9,0,5,2,0,0,0,0,0,0,0,0,0,3,0.5294,0.0,0.1176,-3.0
2024_03_07_angestrengt-harmonisch,israelis,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2024_03_07_angestrengt-harmonisch,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_07_angst-vor-terror-und-provokation,israelis,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0.0,0.0,0.0
2024_03_07_angst-vor-terror-und-provokation,palestinians,9,8,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0.7778,0.0,0.1111,2.0
2024_03_07_deutschland-auf-der-anklagebank,israelis,17,16,9,1,7,3,0,0,0,0,0,0,0,0,0,0,0.5294,0.0588,0.1765,0.5
2024_03_07_deutschland-auf-der-anklagebank,palestinians,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_07_dieser-ort-ist-nicht-f-r-menschen-geeignet-sondern-f-r-tiere,israelis,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0.0,0.0,-2.0
2024_03_07_dieser-ort-ist-nicht-f-r-menschen-geeignet-sondern-f-r-tiere,palestinians,6,6,3,2,0,1,0,0,0,0,0,0,0,0,0,2,0.5,0.3333,0.1667,-1.0
2024_03_07_es-ist-die-h-lle-hier,israelis,7,7,6,0,0,3,0,0,0,0,0,0,0,0,0,2,0.8571,0.0,0.4286,-2.0
2024_03_07_es-ist-die-h-lle-hier,palestinians,15,15,7,0,0,1,0,0,0,0,0,0,0,0,0,3,0.4667,0.0,0.0667,-3.0
2024_03_07_f-r-frauenrechte,israelis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_07_f-r-frauenrechte,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_07_hier-etwas-das-nichts-mit-krieg-zu-tun-hat,israelis,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2024_03_07_hier-etwas-das-nichts-mit-krieg-zu-tun-hat,palestinians,2,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0
2024_03_07_israel-genehmigt-hilfen-auf-seeweg-f-r-gaza,israelis,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_07_israel-genehmigt-hilfen-auf-seeweg-f-r-gaza,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_07_mit-einer-notbr-cke-will-biden-gaza-retten-und-sich-selbst,general_journalists,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0
2024_03_07_mit-einer-notbr-cke-will-biden-gaza-retten-und-sich-selbst,israelis,5,5,5,1,2,1,0,0,0,0,0,0,0,0,0,0,1.0,0.2,0.2,0.5
2024_03_07_mit-einer-notbr-cke-will-biden-gaza-retten-und-sich-selbst,palestinians,14,12,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0.7857,0.0,0.0,6.0
2024_03_07_usa-wollen-tempor-ren-hafen-f-r-hilfslieferungen-nach-gaza-einrichten,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_07_was-f-r-ein-gl-ck-ist-dieses-buch,israelis,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_07_was-f-r-ein-gl-ck-ist-dieses-buch,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_08_auf-der-anklagebank,israelis,17,16,9,1,0,4,0,0,0,0,0,0,0,0,0,0,0.5294,0.0588,0.2353,0.5
2024_03_08_auf-der-anklagebank,palestinians,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_08_das-beste-was-wir-jetzt-tun-k-nnen-ist-in-die-nato-zu-investieren,israelis,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2024_03_08_das-beste-was-wir-jetzt-tun-k-nnen-ist-in-die-nato-zu-investieren,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_08_deine-kindheit-soll-sch-ner-werden,israelis,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0
2024_03_08_deine-kindheit-soll-sch-ner-werden,palestinians,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0
2024_03_08_eine-seebr-cke-gegen-den-hunger-im-gazastreifen,israelis,15,15,9,1,4,2,0,0,0,0,0,0,0,0,0,0,0.6,0.0667,0.1333,0.5
2024_03_08_eine-seebr-cke-gegen-den-hunger-im-gazastreifen,palestinians,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_08_hier-was-das-nichts-mit-krieg-zu-tun-hat,israelis,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0.0,0.0,0.0
2024_03_08_hier-was-das-nichts-mit-krieg-zu-tun-hat,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_08_man-will-heute-immer-wissen-auf-welcher-seite-stehst-du,palestinians,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.0,0.0,-2.0
2024_03_08_mit-einer-behelfsbr-cke-will-biden-gaza-retten-und-sich-selbst,general_journalists,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0
2024_03_08_mit-einer-behelfsbr-cke-will-biden-gaza-retten-und-sich-selbst,israelis,7,7,7,1,4,2,0,0,0,0,0,0,0,0,0,0,1.0,0.1429,0.2857,0.5
2024_03_08_mit-einer-behelfsbr-cke-will-biden-gaza-retten-und-sich-selbst,palestinians,17,15,13,1,5,2,0,0,4,0,0,0,0,0,0,0,0.7647,0.0588,0.1176,8.5
2024_03_08_nachrichten-am-8-m-rz-2024,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_08_notbr-cke-nach-gaza,general_journalists,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0
2024_03_08_notbr-cke-nach-gaza,israelis,5,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.2,0.2,0.5
2024_03_08_notbr-cke-nach-gaza,palestinians,11,10,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0.8182,0.0,0.0,4.0
2024_03_08_panarabische-entt-uschung,general_journalists,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.5
2024_03_08_panarabische-entt-uschung,israelis,5,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.2,0.0
2024_03_08_panarabische-entt-uschung,palestinians,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,-2.0
2024_03_08_was-f-r-ein-gl-ck,israelis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_08_was-f-r-ein-gl-ck,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_09_die-rede-seines-lebens,israelis,4,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,0.0,0.25,0.0
2024_03_09_die-rede-seines-lebens,palestinians,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.0,0.0,-2.0
2024_03_09_eine-seebr-cke-gegen-den-hunger,israelis,13,13,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0.6154,0.0769,0.1538,0.5
2024_03_09_eine-seebr-cke-gegen-den-hunger,palestinians,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_09_eine-t-dliche-regierung,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_09_ramadan-w-hrend-des-gaza-kriegs-wie-politisch-ist-der-fastenmonat,israelis,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_09_ressentiment-im-parlament,israelis,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_09_ressentiment-im-parlament,palestinians,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_09_wir-sind-an-einem-wendepunkt,israelis,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2024_03_09_wir-sind-an-einem-wendepunkt,palestinians,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_09_wut,palestinians,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.0,0.0,-2.0
2024_03_10_biden-zieht-eine-rote-linie-die-keine-ist,israelis,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0
2024_03_10_biden-zieht-eine-rote-linie-die-keine-ist,palestinians,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0.0,0.0,-2.0
2024_03_10_das-sind-menschen,israelis,6,6,6,0,2,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.1667,0.0
2024_03_10_das-sind-menschen,palestinians,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,-1.0
2024_03_11_biden-attackiert-netanjahu,israelis,4,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.75,0.0
2024_03_11_biden-attackiert-netanjahu,palestinians,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0,1.0,-2.0
2024_03_11_essen-gegen-geiseln,israelis,21,21,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0.3333,0.0,0.0476,0.5
2024_03_11_essen-gegen-geiseln,palestinians,10,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.0
2024_03_11_nur-eine-zittrige-rote-linie,israelis,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0
2024_03_11_nur-eine-zittrige-rote-linie,palestinians,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_11_sieger-des-publikums-und-der-academy,israelis,1,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.5
2024_03_11_sieger-des-publikums-und-der-academy,palestinians,1,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.5
2024_03_11_warnsignale-mit-vielen-adressaten,israelis,6,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.6667,0.0,0.6667,0.0
2024_03_11_warnsignale-mit-vielen-adressaten,palestinians,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0.0,0.5
2024_03_12_der-angriff-auf-rafah-wird-kommen,israelis,8,8,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0.375,0.0,0.125,0.0
2024_03_12_der-angriff-auf-rafah-wird-kommen,palestinians,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2024_03_12_der-herr-des-desasters,israelis,20,18,11,1,0,4,0,0,0,0,0,0,0,0,0,0,0.55,0.05,0.2,0.5
2024_03_12_der-herr-des-desasters,palestinians,9,8,6,1,0,1,0,0,2,0,0,1,0,0,0,2,0.6667,0.1111,0.1111,5.0
2024_03_12_eine-schande-wirklich,israelis,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714,0.0,0.0,0.0
2024_03_12_eine-schande-wirklich,palestinians,5,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.6,0.0
2024_03_13_auch-die-bundeswehr-soll-aus-der-luft-helfen,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_13_biden-und-trump-haben-ihre-delegiertenstimmen-zusammen,israelis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_13_biden-und-trump-haben-ihre-delegiertenstimmen-zusammen,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_13_comics-gegen-chaos,israelis,5,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.0
2024_03_13_comics-gegen-chaos,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_13_die-geduld-schwindet,israelis,10,10,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.2,0.5
2024_03_13_die-geduld-schwindet,palestinians,10,9,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6,0.0,0.0,-2.0
2024_03_13_frei-von-hass,israelis,2,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0.5,0.0,1.0,0.5
2024_03_13_frei-von-hass,palestinians,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0
2024_03_13_gold-bricht-derzeit-alle-rekorde,israelis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_13_gold-bricht-derzeit-alle-rekorde,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_13_keine-waffenruhe-zum-ramadan,israelis,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2024_03_13_keine-waffenruhe-zum-ramadan,palestinians,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,-2.0
2024_03_13_netanjahu-wird-angreifen,israelis,8,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.25,0.0
2024_03_13_netanjahu-wird-angreifen,palestinians,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2024_03_14_beunruhigende-stille,general_journalists,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_14_beunruhigende-stille,israelis,18,15,9,1,5,1,0,0,1,0,0,0,0,0,0,0,0.5,0.0556,0.0556,2.5
2024_03_14_beunruhigende-stille,palestinians,17,17,9,0,5,2,0,0,4,0,0,0,0,0,0,2,0.5294,0.0,0.1176,6.0
2024_03_14_bilder-der-woche,general_journalists,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0.3333,0.0,0.5
2024_03_14_bilder-der-woche,israelis,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0
2024_03_14_bilder-der-woche,palestinians,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0
2024_03_14_bundeswehr-startet-gaza-luftbr-cke,israelis,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0.0,0.0,0.0
2024_03_14_bundeswehr-startet-gaza-luftbr-cke,palestinians,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0.3333,0.0,0.3333,-2.0
2024_03_14_der-weise-im-vakuum,israelis,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.0
2024_03_14_der-weise-im-vakuum,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_14_die-gedanken-des-papstes,general_journalists,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_14_die-gedanken-des-papstes,israelis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_14_gold-bricht-alle-rekorde,israelis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_14_gold-bricht-alle-rekorde,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2024_03_14_netanjahu-besteht-auf-rafah-offensive,israelis,4,3,3,0,4,2,0,0,0,0,0,0,0,0,0,2,0.75,0.0,0.5,-2.0
2024_03_14_netanjahu-besteht-auf-rafah-offensive,palestinians,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_14_rassismus-ist-nicht-mehr-nur-anderswo,israelis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_14_rassismus-ist-nicht-mehr-nur-anderswo,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_14_repr-sentantenhaus-will-tiktok-unter-amerikanische-kontrolle-zwingen,israelis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_14_repr-sentantenhaus-will-tiktok-unter-amerikanische-kontrolle-zwingen,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_15_gordische-tage,israelis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_15_gordische-tage,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_15_israel-beschlie-t-einsatz-in-rafah,israelis,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6,0.0,0.0,-2.0
2024_03_15_israel-beschlie-t-einsatz-in-rafah,palestinians,4,3,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.5,0.0
2024_03_15_nicht-cool,israelis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_15_nicht-cool,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_15_schiff-mit-hilfsg-tern-erreicht-gaza,palestinians,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2024_03_16_gute-freunde,palestinians,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0
2024_03_16_kein-sch-ner-land,general_journalists,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_16_kein-sch-ner-land,israelis,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.0,0.0
2024_03_16_kein-sch-ner-land,palestinians,15,13,7,2,0,3,0,0,5,0,0,0,0,0,0,0,0.4667,0.1333,0.2,11.0
2024_03_16_rafah-offensive-beschlossen,israelis,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0.0,0.0,0.0
2024_03_16_rafah-offensive-beschlossen,palestinians,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2024_03_16_unheimliche-stille,general_journalists,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2024_03_16_unheimliche-stille,israelis,15,13,7,1,0,2,0,0,1,0,0,0,0,0,0,0,0.4667,0.0667,0.1333,2.5
2024_03_16_unheimliche-stille,palestinians,17,17,8,0,0,2,0,0,4,0,0,0,0,0,0,2,0.4706,0.0,0.1176,6.0
2024_03_17_es-braucht-mehr-druck-auf-israel-und-auf-die-hamas,israelis,12,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5833,0.0,0.0,0.0
2024_03_17_es-braucht-mehr-druck-auf-israel-und-auf-die-hamas,palestinians,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.0,0.0,2.0
2024_03_18_bilder-des-tages,israelis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
