article_id,group_name,mention_instances,sentence_mentions,active_voice_mentions,passive_voice_mentions,quote_count,quoted_mentions,dehumanizing_count,criminalizing_count,collectivizing_count,erasure_of_civilian_status_count,incitement_displacement_count,incitement_destruction_count,discrediting_journalists_count,censorship_repression_count,victimizing_count,humanizing_count,active_voice_rate,passive_voice_rate,quoted_context_rate,dehumanization_score
2023_11_08_erteilen-sie-dem-terror-eine-klare-absage,israelis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_08_erteilen-sie-dem-terror-eine-klare-absage,palestinians,4,4,1,0,4,1,0,0,1,0,0,0,0,0,2,1,0.25,0.0,0.25,2.0
2023_11_08_habeck-sagt-lissabon-reise-wegen-kritik-an-israel-ab,israelis,9,8,5,0,4,2,0,0,0,0,0,0,0,0,0,0,0.5556,0.0,0.2222,0.0
2023_11_08_habeck-sagt-lissabon-reise-wegen-kritik-an-israel-ab,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_08_israel-will-gaza-weiter-kontrollieren,israelis,4,3,4,2,0,2,0,0,0,0,0,0,0,0,0,0,1.0,0.5,0.5,1.0
2023_11_08_israel-will-gaza-weiter-kontrollieren,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_08_ist-da-jemand,israelis,9,9,4,0,5,1,0,0,0,0,0,0,0,0,0,2,0.4444,0.0,0.1111,-2.0
2023_11_08_ist-da-jemand,palestinians,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2023_11_08_nachrichten-am-8-november-2023,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_08_sanktionen-gegen-israel-gefordert,israelis,5,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.0
2023_11_08_sanktionen-gegen-israel-gefordert,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_08_seit-diesem-tag-ist-alles-anders,israelis,10,9,8,1,0,5,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.5,0.5
2023_11_08_seit-diesem-tag-ist-alles-anders,palestinians,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_08_ukraine-beitritt-zur-eu-zu-korrupt-oder-l-ngst-bereit,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_08_usa-lehnen-blockade-und-besetzung-des-gazastreifens-ab,israelis,10,10,6,1,9,3,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.3,0.5
2023_11_08_usa-lehnen-blockade-und-besetzung-des-gazastreifens-ab,palestinians,5,5,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.4,0.0
2023_11_08_von-antisemitismus-bis-zweistaatenl-sung,israelis,38,37,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5789,0.0,0.0,-1.0
2023_11_08_von-antisemitismus-bis-zweistaatenl-sung,palestinians,17,16,7,1,0,0,0,0,1,0,0,0,0,0,0,2,0.4118,0.0588,0.0,0.5
2023_11_08_was-ich-vorgefunden-habe-hat-mich-tief-ersch-ttert,israelis,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2023_11_08_was-ich-vorgefunden-habe-hat-mich-tief-ersch-ttert,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_08_wir-sind-auf-uns-allein-gestellt,general_journalists,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_08_wir-sind-auf-uns-allein-gestellt,israelis,22,22,12,2,0,2,0,0,0,0,0,1,0,0,1,0,0.5455,0.0909,0.0909,4.0
2023_11_08_wir-sind-auf-uns-allein-gestellt,palestinians,4,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0.75,0.0,0.0,1.0
2023_11_09_afd-belastet-bayerns-parlament,israelis,4,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,0.0,0.0,1.0
2023_11_09_afd-belastet-bayerns-parlament,palestinians,3,3,2,1,4,1,0,0,0,0,0,0,0,0,1,0,0.6667,0.3333,0.3333,1.0
2023_11_09_angriff-aus-der-ferne,israelis,16,14,11,0,4,2,0,1,0,0,0,0,0,0,0,0,0.6875,0.0,0.125,1.5
2023_11_09_au-enminister-der-g-7-fordern-humanit-re-pausen,israelis,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5556,0.1111,0.0,0.5
2023_11_09_au-enminister-der-g-7-fordern-humanit-re-pausen,palestinians,6,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6667,0.0,0.1667,0.0
2023_11_09_brucker-bekunden-ihre-solidarit-t-mit-israel,israelis,5,5,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0.2,0.0,0.4,-2.0
2023_11_09_brucker-bekunden-ihre-solidarit-t-mit-israel,palestinians,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.0,0.5,0.5
2023_11_09_der-beat-von-servus-salam-und-shalom,israelis,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_09_der-beat-von-servus-salam-und-shalom,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_09_ein-hauch-vergeblichkeit,israelis,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2023_11_09_ein-hauch-vergeblichkeit,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_09_es-ist-etwas-aus-den-fugen-geraten,israelis,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2023_11_09_es-ist-etwas-aus-den-fugen-geraten,palestinians,2,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0
2023_11_09_jubil-um-in-schwierigen-zeiten,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_09_k-sschen-von-der-hamas,general_journalists,11,10,7,1,14,6,0,0,0,0,0,0,0,0,0,2,0.6364,0.0909,0.5455,-1.5
2023_11_09_k-sschen-von-der-hamas,israelis,4,4,3,1,2,1,0,0,0,0,0,0,0,0,0,2,0.75,0.25,0.25,-1.5
2023_11_09_k-sschen-von-der-hamas,palestinians,6,6,4,0,4,2,0,0,0,0,0,0,0,0,0,3,0.6667,0.0,0.3333,-3.0
2023_11_09_mit-vernunft-gegen-den-krieg,israelis,8,7,5,1,0,0,0,1,0,0,0,0,0,0,0,2,0.625,0.125,0.0,0.0
2023_11_09_mit-vernunft-gegen-den-krieg,palestinians,6,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3333,0.0,0.0,2.0
2023_11_09_nachrichten-am-9-november-2023,israelis,6,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8333,0.0,0.0,1.5
2023_11_09_nachrichten-am-9-november-2023,palestinians,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0.0,0.0,0.0
2023_11_09_nahost-krieg-was-kommt-danach,israelis,2,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0
2023_11_09_nahost-krieg-was-kommt-danach,palestinians,5,4,1,0,6,3,0,0,0,0,0,0,0,0,0,2,0.2,0.0,0.6,-2.0
2023_11_09_sanktionen-gefordert,israelis,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0.0,0.0,0.0
2023_11_09_sanktionen-gefordert,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_09_seht-euch-das-an,general_journalists,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0.0,0.0,0.0
2023_11_09_seht-euch-das-an,israelis,11,10,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0.1818,0.0909,0.0909,-0.5
2023_11_09_seht-euch-das-an,palestinians,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6667,0.0,0.3333,0.0
2023_11_09_steinmeier-appelliert-an-pal-stinenser-in-deutschland,israelis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_09_steinmeier-appelliert-an-pal-stinenser-in-deutschland,palestinians,4,4,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0.25,0.0,0.25,1.5
2023_11_09_tief-ersch-ttert,israelis,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_09_tief-ersch-ttert,palestinians,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2023_11_09_un-werfen-hamas-und-israel-kriegsverbrechen-vor,israelis,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0.6667,0.0,0.0,-2.0
2023_11_09_un-werfen-hamas-und-israel-kriegsverbrechen-vor,palestinians,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.5,0.0,2.5
2023_11_09_usa-gegen-besetzung-des-gazastreifens,israelis,10,10,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.3,0.5
2023_11_09_usa-gegen-besetzung-des-gazastreifens,palestinians,5,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.4,0.0
2023_11_09_weitere-niederlage-f-r-bayern,israelis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_09_wider-antisemitismus,israelis,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0
2023_11_09_wider-antisemitismus,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_09_wut-im-berfluss,general_journalists,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_09_wut-im-berfluss,israelis,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0
2023_11_09_wut-im-berfluss,palestinians,4,4,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0.5,0.0,0.25,0.0
2023_11_10_allein-zu-haus,general_journalists,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_10_allein-zu-haus,israelis,9,9,6,0,0,2,0,0,0,0,0,0,0,0,0,5,0.6667,0.0,0.2222,-5.0
2023_11_10_allein-zu-haus,palestinians,3,3,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0.6667,0.0,1.0,0.0
2023_11_10_blick-zur-ck-nach-vorn,israelis,13,13,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0.4615,0.1538,0.1538,1.0
2023_11_10_blick-zur-ck-nach-vorn,palestinians,5,4,4,1,0,1,0,0,0,0,0,0,0,0,2,0,0.8,0.2,0.2,1.5
2023_11_10_das-beste-aus-aller-welt,general_journalists,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_10_das-beste-aus-aller-welt,israelis,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0
2023_11_10_das-beste-aus-aller-welt,palestinians,4,4,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0.5,0.0,0.25,0.0
2023_11_10_das-ende-eines-sicheren-ortes,israelis,14,13,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0.6429,0.0,0.0,-2.0
2023_11_10_das-ende-eines-sicheren-ortes,palestinians,5,4,3,1,0,0,0,0,1,0,0,0,0,0,2,4,0.6,0.2,0.0,-0.5
2023_11_10_der-reporter-der-keiner-ist,general_journalists,7,6,6,0,2,1,0,0,0,0,0,0,0,0,0,1,0.8571,0.0,0.1429,-1.0
2023_11_10_der-reporter-der-keiner-ist,israelis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_10_der-reporter-der-keiner-ist,palestinians,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_10_die-gestrandeten-aus-gaza,israelis,11,10,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0.3636,0.0,0.0,-1.0
2023_11_10_die-gestrandeten-aus-gaza,palestinians,19,18,10,0,2,0,0,0,0,0,0,0,0,0,0,5,0.5263,0.0,0.0,-5.0
2023_11_10_dreckiges-geld-f-r-die-hamas,israelis,10,8,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.2,0.0
2023_11_10_dreckiges-geld-f-r-die-hamas,palestinians,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4286,0.0,0.0,0.0
2023_11_10_es-sind-wirklich-verr-ckte-umst-nde,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_10_free-palestine-im-lesesaal,israelis,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.0,0.0,-2.0
2023_11_10_gipfel-der-ohnmacht,israelis,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5
2023_11_10_gipfel-der-ohnmacht,palestinians,4,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.25,0.0,0.25,2.0
2023_11_10_herumbablern,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_10_im-schutzraum-sagen-wir-ihnen-wir-machen-alle-zusammen-pyjamaparty,israelis,12,12,7,1,0,0,0,2,0,0,0,0,0,0,0,4,0.5833,0.0833,0.0,-0.5
2023_11_10_im-schutzraum-sagen-wir-ihnen-wir-machen-alle-zusammen-pyjamaparty,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_10_j-nger-wird-er-nicht,israelis,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_10_j-nger-wird-er-nicht,palestinians,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0
2023_11_10_nachrichten-am-10-november-2023,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_10_passt-auf-mit-wem-ihr-mitlauft,general_journalists,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0
2023_11_10_passt-auf-mit-wem-ihr-mitlauft,palestinians,6,5,3,0,4,1,0,0,0,0,0,0,0,0,0,3,0.5,0.0,0.1667,-3.0
2023_11_10_samstag-sonntag,israelis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.5
2023_11_10_samstag-sonntag,palestinians,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,1.0
2023_11_10_stellung-beziehen-aber-zackig,palestinians,1,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.5
2023_11_10_t-tervolk,israelis,9,8,4,0,10,2,0,0,1,0,0,0,0,0,0,2,0.4444,0.0,0.2222,0.0
2023_11_10_t-tervolk,palestinians,7,6,5,0,12,4,0,0,3,0,0,0,0,0,0,2,0.7143,0.0,0.5714,4.0
2023_11_10_ungeheuerlich-diese-k-lte,israelis,8,7,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.125,0.0
2023_11_10_ungeheuerlich-diese-k-lte,palestinians,3,3,0,1,5,2,0,0,0,0,0,0,0,0,1,0,0.0,0.3333,0.6667,1.0
2023_11_10_vernunft-gesucht,israelis,8,7,5,1,0,0,0,1,0,0,0,0,0,0,0,2,0.625,0.125,0.0,0.0
2023_11_10_vernunft-gesucht,palestinians,6,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3333,0.0,0.0,2.0
2023_11_10_weitere-briefe,israelis,4,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,0.0,0.0,1.0
2023_11_10_weitere-briefe,palestinians,3,3,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0.6667,0.3333,0.3333,1.0
2023_11_10_wie-der-krieg-in-gaza-indien-spaltet,general_journalists,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0
2023_11_10_wie-der-krieg-in-gaza-indien-spaltet,israelis,15,15,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0.3333,0.0667,0.2667,0.5
2023_11_10_wie-der-krieg-in-gaza-indien-spaltet,palestinians,9,9,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4444,0.0,0.0,2.0
2023_11_10_zwischen-den-zeilen,palestinians,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0
2023_11_11_bermorgen,israelis,13,13,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6154,0.0,0.0,-2.0
2023_11_11_bermorgen,palestinians,5,4,3,1,0,0,0,0,1,0,0,0,0,0,2,2,0.6,0.2,0.0,1.5
2023_11_11_gestrandet,israelis,10,9,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4,0.0,0.0,-1.0
2023_11_11_gestrandet,palestinians,17,16,10,1,0,0,0,0,0,0,0,0,0,0,0,5,0.5882,0.0588,0.0,-4.5
2023_11_11_k-sse-von-der-hamas,general_journalists,9,9,6,1,0,4,0,0,0,0,0,0,0,0,0,1,0.6667,0.1111,0.4444,-0.5
2023_11_11_k-sse-von-der-hamas,israelis,4,4,3,1,0,1,0,0,0,0,0,0,0,0,0,2,0.75,0.25,0.25,-1.5
2023_11_11_k-sse-von-der-hamas,palestinians,5,5,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0.4,0.0,0.2,-3.0
2023_11_11_pro-pal-stinensische-demonstranten-werfen-israel-terrorismus-auf-h-chstem-niveau,israelis,8,8,3,0,14,6,0,0,0,0,0,0,0,0,0,2,0.375,0.0,0.75,-2.0
2023_11_11_pro-pal-stinensische-demonstranten-werfen-israel-terrorismus-auf-h-chstem-niveau,palestinians,9,9,7,1,17,7,0,0,0,0,0,0,0,0,0,2,0.7778,0.1111,0.7778,-1.5
2023_11_11_quietschen-in-stiller-halle,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_11_unter-verdacht,general_journalists,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0
2023_11_11_unter-verdacht,palestinians,5,4,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0.4,0.0,0.2,-3.0
2023_11_11_von-gestern,israelis,9,8,4,0,0,3,0,0,1,0,0,0,0,0,0,2,0.4444,0.0,0.3333,0.0
2023_11_11_von-gestern,palestinians,7,6,5,0,0,4,0,0,3,0,0,0,0,0,0,2,0.7143,0.0,0.5714,4.0
2023_11_11_von-krisengespr-ch-zu-krisengespr-ch,general_journalists,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_11_von-krisengespr-ch-zu-krisengespr-ch,israelis,10,10,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.0
2023_11_11_von-krisengespr-ch-zu-krisengespr-ch,palestinians,4,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0.25,0.0,1.0
2023_11_11_who-sehr-besorgt-ber-lage-am-al-schifa-krankenhaus-in-gaza,palestinians,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0
2023_11_12_ein-ganz-anderer-piers-morgan,general_journalists,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0.0,0.0,0.0
2023_11_12_ein-ganz-anderer-piers-morgan,israelis,6,6,4,0,6,2,0,0,0,0,0,0,0,0,0,0,0.6667,0.0,0.3333,0.0
2023_11_12_ein-ganz-anderer-piers-morgan,palestinians,7,7,4,0,8,3,0,0,0,0,0,0,0,0,0,2,0.5714,0.0,0.4286,-2.0
2023_11_12_institutionen-sind-der-wichtigste-grund-daf-r-ob-nationen-berleben-oder-scheiter,general_journalists,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_12_institutionen-sind-der-wichtigste-grund-daf-r-ob-nationen-berleben-oder-scheiter,israelis,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_12_institutionen-sind-der-wichtigste-grund-daf-r-ob-nationen-berleben-oder-scheiter,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_12_nachrichten-am-12-november-2023,israelis,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_12_nachrichten-am-12-november-2023,palestinians,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0
2023_11_13_al-schifa-krankenhaus,israelis,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_13_al-schifa-krankenhaus,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_13_baerbocks-balanceakt,israelis,11,11,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4545,0.0,0.0909,0.0
2023_11_13_baerbocks-balanceakt,palestinians,7,7,4,1,0,3,0,0,0,1,0,0,0,0,0,3,0.5714,0.1429,0.4286,-0.5
2023_11_13_bekenntnis-zu-israel,israelis,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.0,0.0,2.0
2023_11_13_david-cameron-ist-neuer-uk-au-enminister-das-zeugt-von-verzweiflung,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,-1.0
2023_11_13_der-atem-des-todes,israelis,10,9,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.3,0.0
2023_11_13_der-atem-des-todes,palestinians,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.0,0.0
2023_11_13_die-hetze-der-innenministerin,general_journalists,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_13_die-hetze-der-innenministerin,israelis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_13_die-hetze-der-innenministerin,palestinians,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0
2023_11_13_einiges-europa-in-der-gaza-frage-geht-das,israelis,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_13_einiges-europa-in-der-gaza-frage-geht-das,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_13_gefangen-im-dilemma,israelis,7,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2857,0.1429,0.0,1.0
2023_11_13_gefangen-im-dilemma,palestinians,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,1.0
2023_11_13_israel-k-mpft-um-die-ffentliche-gunst,general_journalists,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_13_israel-k-mpft-um-die-ffentliche-gunst,israelis,9,8,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0.5556,0.2222,0.2222,1.0
2023_11_13_israel-k-mpft-um-die-ffentliche-gunst,palestinians,4,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,1.0
2023_11_13_kicken-im-schatten-der-katastrophe,general_journalists,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_13_kicken-im-schatten-der-katastrophe,israelis,25,25,13,1,2,1,0,0,0,0,0,0,0,0,0,2,0.52,0.04,0.04,-1.5
2023_11_13_kicken-im-schatten-der-katastrophe,palestinians,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_13_mehr-piers-morgan-wagen,general_journalists,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_13_mehr-piers-morgan-wagen,israelis,6,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0.6667,0.0,0.3333,0.0
2023_11_13_mehr-piers-morgan-wagen,palestinians,7,7,4,0,0,3,0,0,0,0,0,0,0,0,0,2,0.5714,0.0,0.4286,-2.0
2023_11_13_osteurop-er-sorgen-sich-um-eu-hilfe-f-r-die-ukraine,israelis,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0
2023_11_13_osteurop-er-sorgen-sich-um-eu-hilfe-f-r-die-ukraine,palestinians,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_13_verbale-attacken-statt-solidarit-t-mit-den-opfern,israelis,8,8,3,0,0,6,0,0,0,0,0,0,0,0,0,2,0.375,0.0,0.75,-2.0
2023_11_13_verbale-attacken-statt-solidarit-t-mit-den-opfern,palestinians,9,9,7,1,0,7,0,0,0,0,0,0,0,0,0,2,0.7778,0.1111,0.7778,-1.5
2023_11_13_was-ist-los-mit-greta-thunberg,general_journalists,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5
2023_11_13_was-ist-los-mit-greta-thunberg,israelis,3,2,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0.3333,0.0,0.6667,0.0
2023_11_13_was-ist-los-mit-greta-thunberg,palestinians,9,9,6,0,8,4,0,0,2,0,0,0,0,0,0,0,0.6667,0.0,0.4444,4.0
2023_11_13_wenn-es-so-weitergeht-wird-ki-arbeitnehmern-und-demokratie-schaden,general_journalists,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
2023_11_13_wenn-es-so-weitergeht-wird-ki-arbeitnehmern-und-demokratie-schaden,israelis,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_13_wenn-es-so-weitergeht-wird-ki-arbeitnehmern-und-demokratie-schaden,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2023_11_13_wie-kann-man-frieden-schlie-en-mit-einer-organisation-die-t-ten-will,israelis,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.3333,0.0,0.0,-2.0
2023_11_13_wie-kann-man-frieden-schlie-en-mit-einer-organisation-die-t-ten-will,palestinians,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,0.0,0.0,-4.0
2023_11_13_wir-k-nnen-wirklich-nirgendwo-hin,israelis,9,8,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0.5556,0.2222,0.0,-2.0
2023_11_13_wir-k-nnen-wirklich-nirgendwo-hin,palestinians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,-2.0
2023_11_14_42-journalisten-get-tet,general_journalists,20,16,14,2,8,4,0,0,0,0,0,0,0,0,1,1,0.7,0.1,0.2,0.5
